race,group,terrain,manufactured,floorMult,tractionFloor,creatureSpeed,barefoot,totalMult,baseTicks,moddedTicks,ratio
Muffalo,Hoofed_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,13.3,13.3,1.000
Muffalo,Hoofed_Large,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,Concrete,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Muffalo,Hoofed_Large,Bridge,yes,1.150,0.910,1.000,1.000,0.910,13.3,14.7,1.099
Cow,Hoofed_Large,Soil,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,SoilRich,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,18.8,18.8,1.000
Cow,Hoofed_Large,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,Concrete,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Cow,Hoofed_Large,Bridge,yes,1.150,0.910,1.000,1.000,0.910,18.8,20.6,1.099
Bison,Hoofed_Large,Soil,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,SoilRich,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,12.8,12.8,1.000
Bison,Hoofed_Large,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,Concrete,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Bison,Hoofed_Large,Bridge,yes,1.150,0.910,1.000,1.000,0.910,12.8,14.0,1.099
Elephant,Hoofed_Large,Soil,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,SoilRich,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Gravel,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Sand,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,SoftSand,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Mud,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Ice,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Riverbank,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,12.5,12.5,1.000
Elephant,Hoofed_Large,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,Concrete,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Elephant,Hoofed_Large,Bridge,yes,1.150,0.910,1.000,1.000,0.910,12.5,13.7,1.099
Chicken,Taloned_Small,Soil,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,SoilRich,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Gravel,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Sand,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,SoftSand,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Mud,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Ice,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Riverbank,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Chicken,Taloned_Small,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,Concrete,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Chicken,Taloned_Small,Bridge,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,Soil,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,SoilRich,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Gravel,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Sand,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,SoftSand,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Mud,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Ice,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Riverbank,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,28.6,28.6,1.000
Duck,Taloned_Small,Sandstone_Smooth,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,StrawMatting,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,WoodPlankFloor,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,Concrete,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,PavedTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,TileSandstone,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,FlagstoneSandstone,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,MetalTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,SilverTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,SterileTile,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Duck,Taloned_Small,Bridge,yes,1.150,0.910,1.000,1.000,0.910,28.6,31.4,1.099
Goose,Taloned_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,26.1,26.1,1.000
Goose,Taloned_Medium,Sandstone_Smooth,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,StrawMatting,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,WoodPlankFloor,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,Concrete,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,PavedTile,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,TileSandstone,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,FlagstoneSandstone,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,MetalTile,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,SilverTile,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,SterileTile,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Goose,Taloned_Medium,Bridge,yes,1.150,0.940,1.000,1.000,0.940,26.1,27.8,1.064
Megascarab,Insectoid_Small,Soil,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,SoilRich,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Gravel,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Sand,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,SoftSand,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Mud,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Ice,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Riverbank,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,16.0,16.0,1.000
Megascarab,Insectoid_Small,Sandstone_Smooth,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,StrawMatting,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,WoodPlankFloor,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,Concrete,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,PavedTile,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,TileSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,FlagstoneSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,MetalTile,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,SilverTile,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,SterileTile,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megascarab,Insectoid_Small,Bridge,yes,1.150,1.150,1.000,1.000,1.150,16.0,13.9,0.870
Megaspider,Insectoid_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,16.7,16.7,1.000
Megaspider,Insectoid_Medium,Sandstone_Smooth,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,StrawMatting,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,WoodPlankFloor,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,Concrete,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,PavedTile,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,TileSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,FlagstoneSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,MetalTile,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,SilverTile,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,SterileTile,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Megaspider,Insectoid_Medium,Bridge,yes,1.150,1.150,1.000,1.000,1.150,16.7,14.5,0.870
Spelopede,Insectoid_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Gravel,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Sand,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,SoftSand,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Mud,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,MarshyTerrain,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Ice,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Riverbank,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,PackedDirt,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,BrokenAsphalt,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Sandstone_Rough,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Sandstone_RoughHewn,no,1.000,1.000,1.000,1.000,1.000,16.4,16.4,1.000
Spelopede,Insectoid_Medium,Sandstone_Smooth,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,StrawMatting,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,WoodPlankFloor,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,Concrete,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,PavedTile,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,TileSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,FlagstoneSandstone,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,MetalTile,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,SilverTile,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,SterileTile,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Spelopede,Insectoid_Medium,Bridge,yes,1.150,1.150,1.000,1.000,1.150,16.4,14.3,0.870
Toughspike,Other_Medium,Soil,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,SoilRich,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
Toughspike,Other_Medium,MossyTerrain,no,1.000,1.000,1.000,1.000,1.000,14.0,14.0,1.000
